"","Date","daily.count","apparentTemperatureMax","apparentTemperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","cloudCover","dewPoint","humidity","icon","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","pressure","summary","sunriseTime","sunsetTime","temperatureMax","temperatureMaxTime","temperatureMin","temperatureMinTime","time","visibility","windBearing","windSpeed"
"209",2013-05-27,769,59.84,1369692000,53.5,1369656000,0.87,51.67,0.84,"rain",0.6,0.01,0.0421,1369710000,0.7,"rain",1009.59,"Light rain until afternoon, starting again in the evening.",1369657227,1369713333,59.84,1369692000,53.5,1369656000,1369638000,9.28,147,4.42
"210",2013-05-28,3359,59.99,1369782000,52.97,1369735200,0.96,49.91,0.8,"partly-cloudy-day",0.64,0.001,0.011,1369771200,0.52,"rain",1011.07,"Mostly cloudy throughout the day.",1369743580,1369799796,59.99,1369782000,52.97,1369735200,1369724400,9.87,198,6.51
"211",2013-05-29,3137,59.51,1369868400,46.47,1369832400,0.91,49.18,0.83,"rain",0.67,0.006,0.089,1369828800,0.78,"rain",1009.33,"Rain in the morning.",1369829934,1369886257,59.51,1369868400,49.23,1369832400,1369810800,9.73,232,2.45
"212",2013-05-30,3963,58.23,1369944000,50.86,1369915200,0.83,48.08,0.78,"partly-cloudy-day",0.71,0,0,NA,0,"",1019.75,"Mostly cloudy throughout the day.",1369916292,1369972717,58.23,1369944000,50.86,1369915200,1369897200,9.86,191,7.94
"213",2013-05-31,4415,61.93,1370041200,51.35,1370008800,0.67,47.86,0.74,"partly-cloudy-day",0.75,0,0,NA,0,"",1026.49,"Mostly cloudy until evening.",1370002651,1370059175,61.93,1370041200,51.35,1370008800,1369983600,10,288,2.2
"214",2013-06-01,2240,66.87,1370131200,52.42,1370095200,0.54,49,0.71,"partly-cloudy-day",0.78,0,0,NA,0,"",1021.71,"Mostly cloudy throughout the day.",1370089013,1370145631,66.87,1370131200,52.42,1370095200,1370070000,10,327,4.15
"215",2013-06-02,2676,66.67,1370228400,54.83,1370188800,0.6,49.43,0.69,"partly-cloudy-day",0.82,2e-04,0.0037,1370174400,0.14,"rain",1018.79,"Mostly cloudy until afternoon.",1370175377,1370232085,66.67,1370228400,54.83,1370188800,1370156400,9.99,321,4.82
"216",2013-06-03,4292,67.47,1370314800,52.79,1370257200,0.38,51.69,0.79,"partly-cloudy-day",0.85,0,0,NA,0,"",1019.5,"Mostly cloudy until afternoon.",1370261744,1370318538,67.47,1370314800,52.79,1370257200,1370242800,9.94,286,1.64
"217",2013-06-04,5121,73.59,1370394000,54.85,1370358000,0.02,53.38,0.71,"clear-day",0.88,0,0,NA,0,"",1019.3,"Clear throughout the day.",1370348113,1370404989,73.59,1370394000,54.85,1370358000,1370329200,10,327,5.05
"218",2013-06-05,5038,72.56,1370476800,57.67,1370444400,0.29,54.53,0.71,"partly-cloudy-day",0.91,0,0,NA,0,"",1018.32,"Partly cloudy throughout the day.",1370434484,1370491438,72.56,1370476800,57.67,1370444400,1370415600,10,326,4.29
"219",2013-06-06,4639,73.29,1370570400,55.21,1370520000,0.13,51.64,0.67,"partly-cloudy-day",0.94,0,0,NA,0,"",1017.53,"Partly cloudy starting in the afternoon, continuing until evening.",1370520858,1370577885,73.29,1370570400,55.21,1370520000,1370502000,10,322,2.87
"220",2013-06-07,3676,65.45,1370638800,56.88,1370610000,0.78,51.11,0.7,"partly-cloudy-day",0.97,0,0,NA,0,"",1019.06,"Mostly cloudy throughout the day.",1370607235,1370664330,65.45,1370638800,56.88,1370610000,1370588400,9.88,200,2.92
"221",2013-06-08,2179,64.01,1370743200,55.01,1370696400,0.79,50.34,0.73,"partly-cloudy-day",0.01,0,0,NA,0,"",1021.58,"Mostly cloudy throughout the day.",1370693614,1370750773,64.01,1370743200,55.01,1370696400,1370674800,9.97,336,2.62
"222",2013-06-09,2081,63.84,1370822400,54.15,1370782800,0.75,49.01,0.73,"partly-cloudy-day",0.04,0,0,NA,0,"",1019.27,"Mostly cloudy throughout the day.",1370779995,1370837213,63.84,1370822400,54.15,1370782800,1370761200,10,340,4.22
"223",2013-06-10,4369,65.27,1370905200,51.84,1370869200,0.45,47.22,0.68,"partly-cloudy-day",0.07,0,0,NA,0,"",1015.29,"Partly cloudy in the morning.",1370866379,1370923652,65.27,1370905200,51.84,1370869200,1370847600,10,325,2.78
"224",2013-06-11,3678,64.81,1370991600,52.95,1370955600,0.65,47.3,0.69,"partly-cloudy-day",0.1,0,0,NA,0,"",1016.81,"Mostly cloudy throughout the day.",1370952766,1371010089,64.81,1370991600,52.95,1370955600,1370934000,9.8,194,8.97
"225",2013-06-12,4005,64.09,1371078000,54.06,1371042000,0.66,48.1,0.7,"partly-cloudy-day",0.13,0,0,NA,0,"",1020.56,"Mostly cloudy throughout the day.",1371039155,1371096523,64.09,1371078000,54.06,1371042000,1371020400,9.83,205,7.12
"226",2013-06-13,3915,63.73,1371178800,54.01,1371124800,0.68,47.88,0.69,"partly-cloudy-day",0.16,0,0,NA,0,"",1022.14,"Mostly cloudy throughout the day.",1371125547,1371182955,63.73,1371178800,54.01,1371124800,1371106800,10,266,2.83
"227",2013-06-14,3322,62.41,1371258000,55.01,1371207600,0.72,49.72,0.73,"cloudy",0.19,0,0,NA,0,"",1022.81,"Overcast until evening.",1371211941,1371269384,62.41,1371258000,55.01,1371207600,1371193200,9.83,199,3.49
"228",2013-06-15,2556,70.64,1371344400,53.79,1371297600,0.1,50.67,0.69,"clear-day",0.22,0,0,NA,0,"",1015.32,"Clear throughout the day.",1371298338,1371355811,70.64,1371344400,53.79,1371297600,1371279600,10,328,5.91
"229",2013-06-16,2302,71.53,1371423600,55.69,1371394800,0.28,52.14,0.7,"partly-cloudy-day",0.26,0,0,NA,0,"",1017.87,"Partly cloudy starting in the afternoon, continuing until evening.",1371384738,1371442236,71.53,1371423600,55.69,1371394800,1371366000,10,217,3.2
"230",2013-06-17,4252,72.5,1371513600,57.89,1371474000,0.57,45.4,0.55,"partly-cloudy-day",0.29,6e-04,0.0147,1371531600,0.56,"rain",1016.9,"Mostly cloudy in the morning.",1371471140,1371528659,72.5,1371513600,57.89,1371474000,1371452400,9.91,224,3.07
"231",2013-06-18,4526,69.4,1371596400,57.84,1371553200,0.54,43.42,0.52,"partly-cloudy-day",0.33,0,0,NA,0,"",1014.53,"Partly cloudy throughout the day.",1371557544,1371615079,69.4,1371596400,57.84,1371553200,1371538800,9.79,206,4.96
"232",2013-06-19,3655,63.07,1371690000,55.86,1371639600,0.84,44.5,0.59,"cloudy",0.36,5e-04,0.011,1371700800,0.52,"rain",1014.75,"Overcast throughout the day.",1371643951,1371701496,63.07,1371690000,55.86,1371639600,1371625200,9.87,205,3.16
"233",2013-06-20,2471,61.21,1371758400,54.06,1371790800,0.99,44.86,0.63,"rain",0.4,0.0012,0.0074,1371772800,0.37,"rain",1016.66,"Drizzle starting in the afternoon, continuing until evening.",1371730360,1371787911,61.21,1371758400,54.06,1371790800,1371711600,9.58,192,4.09
"234",2013-06-21,3010,64.36,1371862800,54.01,1371819600,0.78,43.05,0.57,"partly-cloudy-day",0.44,4e-04,0.0063,1371812400,0.29,"rain",1020.98,"Mostly cloudy until evening.",1371816772,1371874324,64.36,1371862800,54.01,1371819600,1371798000,9.55,20,0.45
"235",2013-06-22,3143,73.07,1371945600,55.13,1371909600,0.13,43.84,0.52,"clear-day",0.47,0,0,NA,0,"",1016.68,"Clear throughout the day.",1371903187,1371960733,73.07,1371945600,55.13,1371909600,1371884400,10,338,2.9
"236",2013-06-23,1644,64.74,1372032000,56.78,1371996000,0.83,44.44,0.54,"rain",0.52,6e-04,0.0074,1372053600,0.37,"rain",1007.59,"Drizzle overnight.",1371989604,1372047141,64.74,1372032000,56.78,1371996000,1371970800,9.8,327,2.57
"237",2013-06-24,2432,66.87,1372114800,57.92,1372086000,0.87,47.56,0.61,"rain",0.55,0.0039,0.0295,1372082400,0.66,"rain",1004.45,"Light rain in the morning.",1372076023,1372133546,66.87,1372114800,57.92,1372086000,1372057200,9.85,186,5.69
"238",2013-06-25,2649,71.04,1372201200,57.95,1372165200,0.79,52.52,0.72,"rain",0.59,0.0078,0.0863,1372219200,0.78,"rain",1007.31,"Rain starting in the evening.",1372162444,1372219948,71.04,1372201200,57.95,1372165200,1372143600,9.51,172,4.33
"239",2013-06-26,2904,69.5,1372294800,58.44,1372258800,0.82,52.9,0.71,"rain",0.63,0.0189,0.3427,1372273200,0.89,"rain",1014.58,"Heavy rain in the afternoon.",1372248868,1372306347,69.5,1372294800,58.44,1372258800,1372230000,9.58,171,2.14
"240",2013-06-27,2928,67.87,1372392000,56.9,1372338000,0.84,54.83,0.77,"rain",0.66,0.0046,0.0326,1372338000,0.67,"rain",1020.55,"Light rain until afternoon.",1372335295,1372392744,67.87,1372392000,56.9,1372338000,1372316400,9.8,221,0.37
"241",2013-06-28,4099,74.11,1372467600,57.83,1372420800,0.35,51.63,0.65,"partly-cloudy-day",0.7,0,0,NA,0,"",1020.16,"Partly cloudy in the morning.",1372421723,1372479139,74.11,1372467600,57.83,1372420800,1372402800,9.97,335,3.23
"242",2013-06-29,2732,74.93,1372564800,60.57,1372514400,0.3,51.17,0.58,"partly-cloudy-day",0.73,0,0,NA,0,"",1018.3,"Partly cloudy until afternoon.",1372508154,1372565531,74.93,1372564800,60.57,1372514400,1372489200,9.83,327,2.79
"243",2013-06-30,2746,83.73,1372647600,59.06,1372600800,0.02,51.58,0.55,"clear-day",0.77,0,0,NA,0,"",1014.23,"Clear throughout the day.",1372594587,1372651920,83.87,1372647600,59.06,1372600800,1372575600,9.53,346,3.48
"244",2013-07-01,4207,77.85,1372723200,62.38,1372687200,0.02,49.77,0.53,"clear-day",0.8,0,0,NA,0,"",1014.44,"Clear throughout the day.",1372681022,1372738306,77.85,1372723200,62.38,1372687200,1372662000,9.34,336,2.29
"245",2013-07-02,4696,75.79,1372806000,59.49,1372770000,0.09,48.61,0.57,"partly-cloudy-day",0.83,0,0,NA,0,"",1018.83,"Partly cloudy in the morning.",1372767460,1372824690,75.79,1372806000,59.49,1372770000,1372748400,9.76,326,2.92
"246",2013-07-03,4255,73.35,1372906800,61.03,1372856400,0.22,45.26,0.47,"partly-cloudy-day",0.86,0,0,NA,0,"",1019.88,"Mostly cloudy in the morning.",1372853899,1372911072,73.35,1372906800,61.03,1372856400,1372834800,9.23,330,4.26
"247",2013-07-04,3749,66.04,1372978800,58.2,1372953600,0.77,43.98,0.52,"partly-cloudy-day",0.89,0,0,NA,0,"",1019.4,"Mostly cloudy throughout the day.",1372940341,1372997451,66.04,1372978800,58.2,1372953600,1372921200,9.91,272,1.5
"248",2013-07-05,3088,71.68,1373072400,57.97,1373032800,0.59,45.12,0.51,"partly-cloudy-day",0.92,0,0,NA,0,"",1016.61,"Mostly cloudy until evening.",1373026784,1373083827,71.68,1373072400,57.97,1373032800,1373007600,9.89,258,2.38
"249",2013-07-06,2922,74.07,1373158800,56.46,1373119200,0.19,43.03,0.47,"partly-cloudy-day",0.95,0,0,NA,0,"",1014.24,"Mostly cloudy in the morning.",1373113229,1373170201,74.07,1373158800,56.46,1373119200,1373094000,9.96,311,4.26
"250",2013-07-07,2595,74.41,1373248800,57.21,1373209200,0.45,50.26,0.62,"partly-cloudy-day",0.98,0,0,NA,0,"",1013.67,"Mostly cloudy until afternoon.",1373199677,1373256572,74.41,1373248800,57.21,1373209200,1373180400,9.84,226,2.64
"251",2013-07-08,4347,71.5,1373331600,56.2,1373288400,0.37,49.6,0.63,"partly-cloudy-day",0.02,0,0,NA,0,"",1017.98,"Mostly cloudy until afternoon.",1373286126,1373342941,71.5,1373331600,56.2,1373288400,1373266800,9.85,223,2.98
"252",2013-07-09,4816,77.02,1373425200,58.95,1373378400,0,48.17,0.55,"clear-day",0.05,0,0,NA,0,"",1018.54,"Clear throughout the day.",1373372577,1373429307,77.02,1373425200,58.95,1373378400,1373353200,9.71,340,2.77
"253",2013-07-10,4607,67.47,1373439600,57.35,1373468400,0.5,49.78,0.64,"partly-cloudy-day",0.08,0,0,NA,0,"",1017.24,"Mostly cloudy throughout the day.",1373459029,1373515671,67.47,1373439600,57.35,1373468400,1373439600,9.88,278,1.72
"254",2013-07-11,4100,66.93,1373587200,55.92,1373551200,0.76,44.49,0.56,"partly-cloudy-day",0.11,0,0,NA,0,"",1017.77,"Mostly cloudy until afternoon.",1373545483,1373602032,66.93,1373587200,55.92,1373551200,1373526000,10,5,0.96
"255",2013-07-12,3696,63.95,1373684400,56.06,1373634000,0.38,44.98,0.6,"partly-cloudy-day",0.14,0,0,NA,0,"",1017.83,"Partly cloudy until evening.",1373631939,1373688391,63.95,1373684400,56.06,1373634000,1373612400,10,315,1.45
"256",2013-07-13,2698,71.81,1373760000,53.85,1373720400,0.05,45.22,0.56,"clear-day",0.17,0,0,NA,0,"",1021.41,"Clear throughout the day.",1373718397,1373774748,71.81,1373760000,53.85,1373720400,1373698800,10,323,3.48
"257",2013-07-14,2640,74.43,1373853600,55.85,1373806800,0,42.72,0.48,"partly-cloudy-night",0.21,0,0,NA,0,"",1019.13,"Mostly cloudy overnight.",1373804856,1373861102,74.43,1373853600,55.85,1373806800,1373785200,10,349,3.67
"258",2013-07-15,4418,75.76,1373936400,59.75,1373893200,0.08,46.66,0.49,"clear-day",0.24,0,0,NA,0,"",1016.08,"Clear throughout the day.",1373891316,1373947454,75.76,1373936400,59.75,1373893200,1373871600,10,336,6.25
"259",2013-07-16,4593,79.25,1374022800,62.93,1373979600,0.23,47.12,0.43,"rain",0.28,0,0,NA,0,"",1011.48,"Drizzle overnight.",1373977778,1374033803,79.25,1374022800,62.93,1373979600,1373958000,9.99,333,4.55
"260",2013-07-17,4171,71.72,1374048000,61.83,1374066000,0.7,53.02,0.65,"partly-cloudy-day",0.32,6e-04,0.0074,1374055200,0.37,"rain",1019.29,"Mostly cloudy until evening.",1374064241,1374120151,71.72,1374048000,61.83,1374066000,1374044400,9.9,200,5.95
"261",2013-07-18,4386,72.23,1374202800,58.27,1374152400,0.48,50.73,0.65,"partly-cloudy-day",0.35,0,0,NA,0,"",1022.58,"Mostly cloudy until afternoon.",1374150706,1374206496,72.23,1374202800,58.27,1374152400,1374130800,9.95,328,3.82
"262",2013-07-19,3915,71.61,1374282000,58.93,1374242400,0.26,51.78,0.66,"partly-cloudy-day",0.39,0,0,NA,0,"",1020.3,"Mostly cloudy until afternoon.",1374237171,1374292839,71.61,1374282000,58.93,1374242400,1374217200,9.51,332,4.08
"263",2013-07-20,2511,65.58,1374368400,56.2,1374332400,0.36,50.54,0.7,"partly-cloudy-day",0.43,0,0,NA,0,"",1017.84,"Mostly cloudy until afternoon.",1374323638,1374379179,65.58,1374368400,56.2,1374332400,1374303600,8.94,304,2.19
"264",2013-07-21,2425,70.25,1374454800,55.15,1374418800,0.39,51.35,0.71,"partly-cloudy-day",0.46,0,0,NA,0,"",1014.94,"Mostly cloudy until afternoon.",1374410106,1374465518,70.25,1374454800,55.15,1374418800,1374390000,9.04,280,2.41
"265",2013-07-22,4174,74.71,1374541200,56.15,1374501600,0.47,51.21,0.69,"partly-cloudy-day",0.51,0,0,NA,0,"",1016.83,"Mostly cloudy until afternoon.",1374496575,1374551854,74.71,1374541200,56.15,1374501600,1374476400,9.24,259,1.69
"266",2013-07-23,4604,78.62,1374624000,56.03,1374584400,0.03,48.43,0.58,"clear-day",0.54,0,0,NA,0,"",1017.21,"Clear throughout the day.",1374583045,1374638189,78.62,1374624000,56.03,1374584400,1374562800,9.97,318,4.41
"267",2013-07-24,4694,79.19,1374714000,56.78,1374674400,0.02,46.17,0.51,"clear-day",0.58,0,0,NA,0,"",1017.28,"Clear throughout the day.",1374669516,1374724521,79.19,1374714000,56.78,1374674400,1374649200,9.97,341,2.6
"268",2013-07-25,4473,79.15,1374804000,56.22,1374760800,0,43.71,0.5,"clear-day",0.61,0,0,NA,0,"",1018.78,"Clear throughout the day.",1374755988,1374810852,79.15,1374804000,56.22,1374760800,1374735600,9.7,324,2.49
"269",2013-07-26,3963,78.17,1374890400,57.82,1374850800,0.01,44.43,0.48,"clear-day",0.65,0,0,NA,0,"",1020.1,"Dry throughout the day.",1374842460,1374897180,78.17,1374890400,57.82,1374850800,1374822000,9.96,354,2.14
"270",2013-07-27,2501,73.88,1374969600,56.84,1374933600,0.04,44.62,0.54,"clear-day",0.68,0,0,NA,0,"",1019.81,"Clear throughout the day.",1374928934,1374983507,73.88,1374969600,56.84,1374933600,1374908400,9.99,277,2.51
"271",2013-07-28,1980,67.01,1375059600,54.83,1375016400,0.42,49.2,0.68,"partly-cloudy-day",0.72,0,0,NA,0,"",1016.6,"Mostly cloudy until afternoon.",1375015408,1375069831,67.01,1375059600,54.83,1375016400,1374994800,9.13,210,5.8
"272",2013-07-29,4088,72.48,1375142400,57.06,1375095600,0.49,48.13,0.62,"cloudy",0.75,0,0,NA,0,"",1015.9,"Overcast until afternoon.",1375101883,1375156154,72.48,1375142400,57.06,1375095600,1375081200,9.64,220,1.21
"273",2013-07-30,4540,72.43,1375232400,56.06,1375192800,0.26,49.58,0.65,"partly-cloudy-day",0.78,0,0,NA,0,"",1019.41,"Mostly cloudy in the morning.",1375188358,1375242475,72.43,1375232400,56.06,1375192800,1375167600,9.58,218,1.77
"274",2013-07-31,4122,71.26,1375315200,56.15,1375282800,0.61,52.49,0.75,"partly-cloudy-day",0.81,0,0,NA,0,"",1019.03,"Mostly cloudy until evening.",1375274834,1375328794,71.26,1375315200,56.15,1375282800,1375254000,8.7,287,2.12
"275",2013-08-01,3719,66.12,1375405200,56.06,1375358400,NA,51.6,0.72,"clear-day",0.84,0,0,NA,0,"",1018.15,"Clear throughout the day.",1375361311,1375415112,66.12,1375405200,56.06,1375358400,1375340400,9.91,200,6.34
"276",2013-08-02,2579,61.75,1375426800,58.43,1375452000,NA,53.28,0.78,"clear-day",0.87,2e-04,0.0037,1375477200,0.14,"rain",1019.87,"Clear throughout the day.",1375447788,1375501428,61.75,1375426800,58.43,1375452000,1375426800,9.84,185,3.95
"277",2013-08-03,2257,69.56,1375585200,58.35,1375534800,NA,53.54,0.73,"clear-day",0.9,5e-04,0.0074,1375538400,0.37,"rain",1019.8,"Clear throughout the day.",1375534266,1375587742,69.56,1375585200,58.35,1375534800,1375513200,8.95,332,4.14
"278",2013-08-04,2466,75.95,1375664400,57.22,1375621200,0,52.04,0.64,"clear-day",0.93,0,0,NA,0,"",1016.9,"Clear throughout the day.",1375620744,1375674054,75.95,1375664400,57.22,1375621200,1375599600,10,320,6.19
"279",2013-08-05,4312,78.67,1375750800,57.67,1375711200,0,49.45,0.59,"clear-day",0.96,0,0,NA,0,"",1015.5,"Clear throughout the day.",1375707223,1375760365,78.67,1375750800,57.67,1375711200,1375686000,9.93,358,3.27
"280",2013-08-06,4602,76.98,1375844400,57.12,1375797600,0,46.62,0.54,"clear-day",0.98,0,0,NA,0,"",1015.13,"Clear throughout the day.",1375793702,1375846675,76.98,1375844400,57.12,1375797600,1375772400,9.99,342,2.74
"281",2013-08-07,4556,78.94,1375920000,56.15,1375887600,0,46.78,0.55,"clear-day",0.03,0,0,NA,0,"",1015.55,"Clear throughout the day.",1375880181,1375932983,78.94,1375920000,56.15,1375887600,1375858800,9.81,318,3.46
"282",2013-08-08,4275,76.19,1376013600,58.12,1375970400,0,51.22,0.63,"clear-day",0.06,0,0,NA,0,"",1016.27,"Clear throughout the day.",1375966660,1376019289,76.19,1376013600,58.12,1375970400,1375945200,9.52,250,1.61
"283",2013-08-09,3833,74.18,1376103600,58.12,1376053200,0,48.4,0.58,"rain",0.09,0,0,NA,0,"",1013.2,"Light rain overnight.",1376053140,1376105594,74.18,1376103600,58.12,1376053200,1376031600,9.07,330,3.31
"284",2013-08-10,1897,71.69,1376179200,59.45,1376150400,0,54.76,0.72,"clear-day",0.12,0.0012,0.0147,1376125200,0.56,"rain",1015.15,"Clear throughout the day.",1376139620,1376191898,71.69,1376179200,59.45,1376150400,1376118000,8.57,207,2.3
"285",2013-08-11,2315,70.9,1376269200,58.24,1376229600,NA,49.89,0.63,"clear-day",0.16,0,0,NA,0,"",1017.49,"Clear throughout the day.",1376226100,1376278200,70.9,1376269200,58.24,1376229600,1376204400,8.71,246,1.94
"286",2013-08-12,4028,72.73,1376355600,58.49,1376294400,0,49.12,0.59,"clear-day",0.19,0,0,NA,0,"",1017.75,"Clear throughout the day.",1376312580,1376364501,72.73,1376355600,58.49,1376294400,1376290800,9.52,305,1.45
"287",2013-08-13,4469,74.6,1376445600,57.38,1376398800,0,48.25,0.57,"clear-day",0.23,0,0,NA,0,"",1017.82,"Clear throughout the day.",1376399061,1376450800,74.6,1376445600,57.38,1376398800,1376377200,10,328,3.12
"288",2013-08-14,4171,77.15,1376514000,57.47,1376485200,0,51.21,0.63,"clear-day",0.27,3e-04,0.0037,1376542800,0.14,"rain",1014.23,"Clear throughout the day.",1376485541,1376537099,77.15,1376514000,57.47,1376485200,1376463600,10,238,1.76
"289",2013-08-15,3334,70.63,1376622000,61.01,1376632800,NA,58.93,0.82,"clear-day",0.3,2e-04,0.0037,1376564400,0.14,"rain",1014.94,"Clear throughout the day.",1376572022,1376623396,70.63,1376622000,61.01,1376632800,1376550000,9.5,194,1.63
"290",2013-08-16,3819,79.22,1376701200,58.91,1376643600,0,51.5,0.63,"clear-day",0.34,0,0,NA,0,"",1015.71,"Clear throughout the day.",1376658503,1376709692,80.19,1376701200,58.91,1376643600,1376636400,9.6,293,0.93
"291",2013-08-17,2219,74.24,1376780400,64.67,1376748000,0,52.98,0.59,"clear-day",0.38,0,0,NA,0,"",1017.73,"Clear throughout the day.",1376744984,1376795987,74.24,1376780400,64.67,1376748000,1376722800,10,197,2.74
"292",2013-08-18,2301,74.5,1376866800,60.03,1376834400,0,51.07,0.61,"clear-day",0.42,0,0,NA,0,"",1019.61,"Clear throughout the day.",1376831464,1376882280,74.5,1376866800,60.03,1376834400,1376809200,10,271,1.18
"293",2013-08-19,4117,72.38,1376949600,58.67,1376913600,0,48.7,0.57,"clear-day",0.45,0,0,NA,0,"",1019.31,"Clear throughout the day.",1376917945,1376968573,72.38,1376949600,58.67,1376913600,1376895600,9.97,318,3
"294",2013-08-20,4524,71.98,1377039600,60.92,1377003600,0,47.1,0.52,"clear-day",0.48,0,0,NA,0,"",1020.52,"Clear throughout the day.",1377004426,1377054864,71.98,1377039600,60.92,1377003600,1376982000,9.99,347,4.84
"295",2013-08-21,4392,73.73,1377133200,59.31,1377090000,0,48.5,0.54,"clear-day",0.53,0,0,NA,0,"",1017.27,"Clear throughout the day.",1377090907,1377141155,73.73,1377133200,59.31,1377090000,1377068400,9.94,338,4.6
"296",2013-08-22,4170,80.66,1377212400,57.34,1377180000,0,46.46,0.52,"clear-day",0.57,0,0,NA,0,"",1012.28,"Clear throughout the day.",1377177388,1377227444,81.63,1377212400,57.34,1377180000,1377154800,10,331,1.95
"297",2013-08-23,3446,70.93,1377295200,61.89,1377255600,0,52.53,0.62,"clear-day",0.6,0,0,NA,0,"",1011.94,"Clear throughout the day.",1377263868,1377313733,70.93,1377295200,61.89,1377255600,1377241200,10,192,6.44
"298",2013-08-24,2030,72.3,1377378000,61.8,1377352800,NA,50.58,0.62,"clear-day",0.63,0,0,NA,0,"",1012.63,"Clear throughout the day.",1377350349,1377400021,72.3,1377378000,61.8,1377352800,1377327600,10,262,1.23
"299",2013-08-25,2059,67.14,1377493200,58.58,1377421200,0,48.22,0.61,"clear-day",0.67,0,0,NA,0,"",1013.29,"Clear throughout the day.",1377436830,1377486308,67.14,1377493200,58.58,1377421200,1377414000,9.94,305,1.34
"300",2013-08-26,3240,72.36,1377554400,59.87,1377532800,NA,53.75,0.69,"clear-day",0.7,8e-04,0.0147,1377565200,0.56,"rain",1012.84,"Clear throughout the day.",1377523310,1377572594,72.36,1377554400,59.87,1377532800,1377500400,9.97,200,2.98
"301",2013-08-27,3892,72.99,1377651600,60.53,1377590400,NA,53.04,0.65,"clear-day",0.73,0.0011,0.0258,1377662400,0.64,"rain",1012.4,"Clear throughout the day.",1377609791,1377658879,72.99,1377651600,60.53,1377590400,1377586800,9.91,313,1.77
"302",2013-08-28,3484,74.72,1377734400,58.63,1377684000,NA,54.88,0.7,"rain",0.76,0.0038,0.0479,1377691200,0.72,"rain",1011.74,"Light rain in the morning.",1377696271,1377745163,74.72,1377734400,58.63,1377684000,1377673200,9.61,335,0.97
"303",2013-08-29,2375,72.67,1377817200,62.56,1377770400,NA,61.44,0.83,"rain",0.79,0.0294,0.2679,1377824400,0.87,"rain",1013.38,"Heavy rain until afternoon, starting again in the evening.",1377782752,1377831447,72.67,1377817200,62.56,1377770400,1377759600,9.17,166,2.84
"304",2013-08-30,3376,74.44,1377903600,62.78,1377871200,0,53.88,0.64,"clear-day",0.82,0,0,NA,0,"",1019.72,"Clear throughout the day.",1377869232,1377917730,74.44,1377903600,62.78,1377871200,1377846000,9.97,194,1.78
"305",2013-08-31,2292,73.01,1377993600,58.85,1377957600,0,51.76,0.64,"clear-day",0.85,0,0,NA,0,"",1015.15,"Clear throughout the day.",1377955712,1378004012,73.01,1377993600,58.85,1377957600,1377932400,9.64,333,5.31
"306",2013-09-01,2288,79.3,1378080000,58.43,1378040400,0,51.18,0.62,"clear-day",0.88,0,0,NA,0,"",1011.21,"Clear throughout the day.",1378042192,1378090294,79.3,1378080000,58.43,1378040400,1378018800,9.96,215,1.59
"307",2013-09-02,2325,80.21,1378162800,59.47,1378126800,0,50.36,0.57,"clear-day",0.91,0,0,NA,0,"",1012.37,"Clear throughout the day.",1378128673,1378176575,80.51,1378162800,59.47,1378126800,1378105200,9.99,337,0.86
"308",2013-09-03,2931,68.35,1378267200,60.49,1378209600,0,55.74,0.77,"rain",0.94,0.0056,0.03,1378213200,0.66,"rain",1015.65,"Light rain in the morning.",1378215153,1378262855,68.35,1378267200,60.49,1378209600,1378191600,9.81,317,2.95
"309",2013-09-04,3830,69.36,1378339200,60.1,1378292400,NA,55.72,0.77,"clear-day",0.97,5e-04,0.0074,1378296000,0.37,"rain",1017.42,"Clear throughout the day.",1378301633,1378349135,69.36,1378339200,60.1,1378292400,1378278000,9.78,337,3.32
"310",2013-09-05,2248,65.67,1378418400,59.57,1378382400,NA,54.73,0.78,"rain",0.01,0.0098,0.0595,1378447200,0.74,"rain",1016.22,"Rain in the morning and overnight.",1378388112,1378435414,65.67,1378418400,59.57,1378382400,1378364400,9.24,318,2.41
"311",2013-09-06,2223,68.82,1378512000,60.52,1378486800,NA,54.81,0.74,"rain",0.04,0.0285,0.1474,1378454400,0.83,"rain",1017.21,"Rain until afternoon.",1378474592,1378521693,68.82,1378512000,60.52,1378486800,1378450800,8.25,159,3.21
"312",2013-09-07,1880,68.7,1378605600,59.72,1378569600,0,55.96,0.76,"clear-day",0.07,0,0,NA,0,"",1018.63,"Clear throughout the day.",1378561072,1378607971,68.7,1378605600,59.72,1378569600,1378537200,10,312,2.52
"313",2013-09-08,2331,72.84,1378677600,57.3,1378648800,0,52.59,0.71,"clear-day",0.11,3e-04,0.0063,1378645200,0.29,"rain",1018.75,"Clear throughout the day.",1378647552,1378694249,72.84,1378677600,57.3,1378648800,1378623600,9.89,342,2.22
"314",2013-09-09,3893,74.09,1378774800,57.17,1378724400,0,53.93,0.76,"clear-day",0.14,0,0,NA,0,"",1017.28,"Clear throughout the day.",1378734032,1378780527,74.09,1378774800,57.17,1378724400,1378710000,7.4,330,4.27
"315",2013-09-10,4245,71.78,1378854000,58.12,1378818000,0,55.68,0.73,"clear-day",0.18,0,0,NA,0,"",1014.68,"Clear throughout the day.",1378820511,1378866804,71.78,1378854000,58.12,1378818000,1378796400,9.11,332,6.37
