"","X.2","X.1","X","Date","daily.count","apparentTemperatureMax","apparentTemperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","cloudCover","dewPoint","humidity","icon","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","pressure","summary","sunriseTime","sunsetTime","temperatureMax","temperatureMaxTime","temperatureMin","temperatureMinTime","time","visibility","windBearing","windSpeed","dow","daylight","daylighth","Fri","Mon","Sat","Sun","Thurs","Tues","Wed","Wknd","TTh","holiday","uw","season","count","precipscale","temperaturescale","temperature","rain","ppp","temperatureMaxSq"
"530",530,530,530,"2014-04-13",2647,65.48,1397437200,41.46,1397397600,0,41.66,0.62,"clear-day",0.45,0,0,NA,0,"",1024.52,"Clear throughout the day.",1397395506,1397444199,65.48,1397437200,46.59,1397397600,1397372400,10,329,4.64,"Sun",13.5258333333333,13.5258333333333,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2647,0,"median",56.035,0,0,4287.6304
"531",531,531,531,"2014-04-14",4006,66.38,1397512800,42.36,1397476800,0,41.29,0.63,"clear-day",0.48,0,0,NA,0,"",1019.94,"Clear throughout the day.",1397481791,1397530684,66.38,1397512800,46.09,1397484000,1397458800,10,7,1.69,"Mon",13.5813888888889,13.5813888888889,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4006,0,"median",56.235,0,0,4406.3044
"532",532,532,532,"2014-04-15",3206,59.52,1397599200,45.25,1397563200,0,41.16,0.66,"rain",0.51,3e-04,0.0063,1397624400,0.29,"rain",1021.46,"Light rain overnight.",1397568078,1397617169,59.52,1397599200,47.87,1397570400,1397545200,10,178,5.27,"Tues",13.6363888888889,13.6363888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",3206,0,"median",53.695,1,0,3542.6304
"533",533,533,533,"2014-04-16",2133,52.95,1397710800,45.59,1397646000,NA,47.77,0.88,"rain",0.55,0.0166,0.039,1397646000,0.69,"rain",1017.57,"Light rain in the morning and afternoon.",1397654365,1397703654,52.95,1397710800,49.09,1397656800,1397631600,9.35,167,7.86,"Wed",13.6913888888889,13.6913888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",2133,0,"median",51.02,1,0,2803.7025
"534",534,534,534,"2014-04-17",1750,53.16,1397772000,44.19,1397797200,NA,49.06,0.91,"rain",0.58,0.0261,0.1869,1397790000,0.85,"rain",1010.61,"Rain until evening.",1397740652,1397790139,53.16,1397772000,47.06,1397800800,1397718000,8.17,166,7.23,"Thurs",13.7463888888889,13.7463888888889,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",1750,1,"median",50.11,1,0.13,2825.9856
"535",535,535,535,"2014-04-18",2930,54.95,1397862000,40.11,1397829600,0,39.84,0.69,"clear-day",0.62,0,0,NA,0,"",1017.54,"Clear throughout the day.",1397826941,1397876624,54.95,1397862000,44,1397826000,1397804400,10,189,2.76,"Fri",13.8008333333333,13.8008333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",2930,0,"median",49.475,0,0,3019.5025
"536",536,536,536,"2014-04-19",906,53.06,1397948400,43.07,1397908800,0,42.72,0.79,"rain",0.66,0.0136,0.1205,1397934000,0.81,"rain",1013.2,"Rain until afternoon, starting again in the evening.",1397913230,1397963109,53.06,1397948400,45.56,1397912400,1397890800,9.31,192,6.34,"Sat",13.8552777777778,13.8552777777778,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",906,1,"median",49.31,1,0.0900000000000001,2815.3636
"537",537,537,537,"2014-04-20",1734,60.69,1398042000,41.97,1398002400,0,40.56,0.66,"clear-day",0.69,0,0,NA,0,"",1023.96,"Clear throughout the day.",1397999521,1398049594,60.69,1398042000,45.89,1398002400,1397977200,10,168,3.81,"Sun",13.9091666666667,13.9091666666667,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1734,0,"median",53.29,0,0,3683.2761
"538",538,538,538,"2014-04-21",3401,59.84,1398121200,46.79,1398146400,0,44.4,0.74,"rain",0.73,0.004,0.06,1398142800,0.74,"rain",1015.65,"Rain starting in the evening.",1398085812,1398136079,59.84,1398121200,48.84,1398142800,1398063600,9.89,18,1.28,"Mon",13.9630555555556,13.9630555555556,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3401,1,"median",54.34,1,0.02,3580.8256
"539",539,539,539,"2014-04-22",2423,53.7,1398204000,36.63,1398182400,NA,40.96,0.78,"rain",0.77,0.0212,0.0726,1398225600,0.76,"rain",1012.23,"Rain in the morning and evening.",1398172105,1398222564,53.7,1398204000,42.1,1398178800,1398150000,9.05,168,3.48,"Tues",14.0163888888889,14.0163888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",2423,1,"median",47.9,1,0.04,2883.69
"540",540,540,540,"2014-04-23",2832,52.8,1398294000,40.42,1398258000,NA,43.53,0.82,"rain",0.81,0.0065,0.06,1398319200,0.74,"rain",1011.04,"Rain starting in the evening.",1398258398,1398309049,52.8,1398294000,45.08,1398258000,1398236400,9.79,162,7.24,"Wed",14.0697222222222,14.0697222222222,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",2832,1,"median",48.94,1,0.02,2787.84
"541",541,541,541,"2014-04-24",2511,55.06,1398384000,45.73,1398322800,NA,45.22,0.79,"rain",0.84,0.0139,0.07,1398322800,0.76,"rain",1008.02,"Rain in the morning and afternoon.",1398344693,1398395534,55.06,1398384000,48.86,1398405600,1398322800,9.56,188,9.61,"Thurs",14.1225,14.1225,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",2511,1,"median",51.96,1,0.04,3031.6036
"542",542,542,542,"2014-04-25",3194,55.18,1398470400,42.12,1398434400,0,40.98,0.72,"clear-day",0.88,0.0013,0.0316,1398456000,0.67,"rain",1011.85,"Clear throughout the day.",1398430988,1398482019,55.18,1398470400,44.95,1398430800,1398409200,10,300,1.85,"Fri",14.1752777777778,14.1752777777778,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3194,0,"median",50.065,0,0,3044.8324
"543",543,543,543,"2014-04-26",2049,57.77,1398553200,42.36,1398578400,NA,39.65,0.69,"rain",0.92,0.0068,0.0926,1398578400,0.79,"rain",1008.88,"Rain starting in the evening.",1398517285,1398568504,57.77,1398553200,44.78,1398520800,1398495600,9.61,185,5.64,"Sat",14.2275,14.2275,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2049,1,"median",51.275,1,0.0700000000000001,3337.3729
"544",544,544,544,"2014-04-27",1402,52.72,1398643200,41.17,1398607200,NA,42.26,0.78,"clear-day",0.95,0.0024,0.0405,1398625200,0.7,"rain",1011.07,"Clear throughout the day.",1398603583,1398654988,52.72,1398643200,46.01,1398607200,1398582000,9.89,187,9.5,"Sun",14.2791666666667,14.2791666666667,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1402,1,"median",49.365,0,0,2779.3984
"545",545,545,545,"2014-04-28",3758,59.38,1398733200,42.12,1398690000,0,39.18,0.66,"clear-day",0.99,0,0,NA,0,"",1026.16,"Clear throughout the day.",1398689882,1398741473,59.38,1398733200,43.74,1398690000,1398668400,10,210,1.34,"Mon",14.3308333333333,14.3308333333333,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3758,0,"median",51.56,0,0,3525.9844
"546",546,546,546,"2014-04-29",4803,74.94,1398823200,48.82,1398776400,0,42.17,0.57,"clear-day",0.02,0,0,NA,0,"",1030.71,"Clear throughout the day.",1398776182,1398827957,74.94,1398823200,48.82,1398776400,1398754800,10,343,2.21,"Tues",14.3819444444444,14.3819444444444,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",4803,0,"median",61.88,0,0,5616.0036
"547",547,547,547,"2014-04-30",5167,77.85,1398902400,51.19,1398859200,0.05,46.12,0.56,"clear-day",0.06,0,0,NA,0,"",1026.16,"Clear throughout the day.",1398862484,1398914442,77.85,1398902400,51.19,1398859200,1398841200,10,341,5.24,"Wed",14.4327777777778,14.4327777777778,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",5167,0,"high",64.52,0,0,6060.6225
"548",548,548,548,"2014-05-01",5937,78.32,1398996000,54.91,1398952800,0.07,46.48,0.55,"clear-day",0.09,0,0,NA,0,"",1017.37,"Clear throughout the day.",1398948787,1399000926,78.32,1398996000,54.91,1398952800,1398927600,10,354,2.53,"Thurs",14.4830555555556,14.4830555555556,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",5937,0,"high",66.615,0,0,6134.0224
"549",549,549,549,"2014-05-02",4608,70.63,1399014000,56.84,1399096800,0.06,50.84,0.66,"clear-day",0.12,0,0,NA,0,"",1015.77,"Clear throughout the day.",1399035091,1399087410,70.63,1399014000,56.84,1399096800,1399014000,10,173,5.93,"Fri",14.5330555555556,14.5330555555556,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4608,0,"median",63.735,0,0,4988.5969
"550",550,550,550,"2014-05-03",1157,58.07,1399147200,50.32,1399179600,NA,47.69,0.81,"rain",0.15,0.0418,0.2132,1399179600,0.86,"rain",1011.15,"Rain starting in the afternoon.",1399121397,1399173893,58.07,1399147200,50.32,1399179600,1399100400,7.84,186,5.34,"Sat",14.5822222222222,14.5822222222222,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1157,1,"median",54.195,1,0.14,3372.1249
"551",551,551,551,"2014-05-04",620,57.12,1399237200,50.04,1399194000,NA,49.66,0.87,"rain",0.18,0.019,0.1474,1399186800,0.83,"rain",1008.29,"Rain in the morning and afternoon.",1399207704,1399260377,57.12,1399237200,50.04,1399194000,1399186800,9.5,161,6.58,"Sun",14.6313888888889,14.6313888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",620,1,"median",53.58,1,0.11,3262.6944
"552",552,552,552,"2014-05-05",3301,57.69,1399327200,50.95,1399302000,NA,49.68,0.86,"rain",0.21,0.0109,0.0484,1399287600,0.72,"rain",1014.71,"Light rain in the morning.",1399294012,1399346860,57.69,1399327200,50.95,1399302000,1399273200,9.43,184,5.03,"Mon",14.68,14.68,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3301,1,"median",54.32,1,0,3328.1361
"553",553,553,553,"2014-05-06",4636,58.77,1399410000,50.06,1399377600,NA,46.54,0.76,"partly-cloudy-night",0.24,0,0,NA,0,"",1016.97,"Partly cloudy in the evening.",1399380322,1399433342,58.77,1399410000,50.06,1399377600,1399359600,10,221,2.67,"Tues",14.7277777777778,14.7277777777778,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",4636,0,"median",54.415,0,0,3453.9129
"554",554,554,554,"2014-05-07",5455,62.44,1399510800,46.86,1399460400,0.17,44.99,0.71,"partly-cloudy-night",0.27,0,0,NA,0,"",1015.52,"Partly cloudy overnight.",1399466634,1399519824,62.44,1399510800,46.86,1399467600,1399446000,9.99,294,2.03,"Wed",14.775,14.775,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",5455,0,"median",54.65,0,0,3898.7536
"555",555,555,555,"2014-05-08",3230,55.98,1399572000,51.98,1399579200,0.21,48.26,0.82,"rain",0.3,0.0151,0.0726,1399593600,0.76,"rain",1008.14,"Rain starting in the afternoon, continuing until evening.",1399552947,1399606306,55.98,1399572000,51.98,1399579200,1399532400,8.39,180,6.39,"Thurs",14.8219444444444,14.8219444444444,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",3230,1,"median",53.98,1,0.04,3133.7604
"556",556,556,556,"2014-05-09",3036,55.06,1399662000,44.45,1399701600,0.26,45.86,0.8,"rain",0.33,0.0034,0.04,1399669200,0.7,"rain",1012.04,"Light rain in the afternoon.",1399639261,1399692787,55.06,1399662000,48,1399701600,1399618800,9.71,186,11.14,"Fri",14.8683333333333,14.8683333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3036,1,"median",51.53,1,0,3031.6036
"557",557,557,557,"2014-05-10",1725,59.98,1399755600,43.61,1399716000,NA,45.43,0.78,"clear-day",0.36,0,0,NA,0,"",1021.03,"Clear throughout the day.",1399725578,1399779268,59.98,1399755600,47.04,1399723200,1399705200,9.86,196,1.59,"Sat",14.9138888888889,14.9138888888889,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1725,0,"median",53.51,0,0,3597.6004
"558",558,558,558,"2014-05-11",2376,63.04,1399856400,47.98,1399806000,0.13,46.28,0.73,"clear-day",0.4,3e-04,0.0063,1399809600,0.29,"rain",1026.47,"Clear throughout the day.",1399811896,1399865748,63.04,1399856400,48.58,1399809600,1399791600,10,309,2.65,"Sun",14.9588888888889,14.9588888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2376,0,"median",55.81,0,0,3974.0416
"559",559,559,559,"2014-05-12",5432,72.08,1399950000,51.13,1399903200,0.1,46.35,0.64,"clear-day",0.43,0,0,NA,0,"",1026.85,"Clear throughout the day.",1399898215,1399952228,72.08,1399950000,51.13,1399903200,1399878000,10,344,3.66,"Mon",15.0036111111111,15.0036111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",5432,0,"median",61.605,0,0,5195.5264
"560",560,560,560,"2014-05-13",6088,75.31,1400025600,57.08,1399971600,0.04,50.65,0.59,"clear-day",0.46,0,0,NA,0,"",1027.18,"Clear throughout the day.",1399984537,1400038707,75.31,1400025600,57.08,1399971600,1399964400,10,339,6.06,"Tues",15.0472222222222,15.0472222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",6088,0,"high",66.195,0,0,5671.5961
"561",561,561,561,"2014-05-14",5887,77.28,1400115600,56.17,1400068800,0.07,51.61,0.61,"clear-day",0.49,0,0,NA,0,"",1024.1,"Clear throughout the day.",1400070860,1400125185,77.28,1400115600,56.17,1400068800,1400050800,10,345,4.69,"Wed",15.0902777777778,15.0902777777778,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",5887,0,"high",66.725,0,0,5972.1984
"562",562,562,562,"2014-05-15",5300,71.35,1400209200,59.43,1400144400,0.05,50.09,0.6,"clear-day",0.53,0,0,NA,0,"",1016.72,"Clear throughout the day.",1400157185,1400211663,71.35,1400209200,59.43,1400144400,1400137200,10,6,1.45,"Thurs",15.1327777777778,15.1327777777778,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",5300,0,"median",65.39,0,0,5090.8225
"563",563,563,563,"2014-05-16",5742,66.98,1400288400,56.63,1400241600,0.18,49.35,0.68,"partly-cloudy-day",0.57,0,0,NA,0,"",1018.88,"Partly cloudy starting in the evening.",1400243512,1400298140,66.98,1400288400,56.63,1400241600,1400223600,10,186,6.63,"Fri",15.1744444444444,15.1744444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",5742,0,"median",61.805,0,0,4486.3204
"564",564,564,564,"2014-05-17",2041,64.95,1400364000,55.12,1400338800,0.26,48.97,0.71,"partly-cloudy-day",0.61,0,0,NA,0,"",1015.34,"Partly cloudy in the afternoon.",1400329841,1400384616,64.95,1400364000,55.12,1400338800,1400310000,10,212,2.79,"Sat",15.2152777777778,15.2152777777778,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2041,0,"median",60.035,0,0,4218.5025
"565",565,565,565,"2014-05-18",1937,62.71,1400446800,51.29,1400418000,0.24,49.58,0.78,"partly-cloudy-day",0.64,0.0011,0.0253,1400457600,0.64,"rain",1010.94,"Partly cloudy in the afternoon.",1400416171,1400471091,62.71,1400446800,51.29,1400418000,1400396400,10,197,2.42,"Sun",15.2555555555556,15.2555555555556,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1937,0,"median",57,0,0,3932.5441
"566",566,566,566,"2014-05-19",4702,65.7,1400551200,53.58,1400500800,0.24,49.83,0.74,"partly-cloudy-night",0.68,0,0,NA,0,"",1015.6,"Partly cloudy in the morning.",1400502504,1400557565,65.7,1400551200,53.58,1400500800,1400482800,10,273,0.62,"Mon",15.2947222222222,15.2947222222222,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4702,0,"median",59.64,0,0,4316.49
"567",567,567,567,"2014-05-20",5678,66.55,1400634000,53.62,1400587200,0.1,51.22,0.75,"clear-day",0.72,0,0,NA,0,"",1019.52,"Clear throughout the day.",1400588839,1400644038,66.55,1400634000,53.62,1400587200,1400569200,10,312,4.55,"Tues",15.3330555555556,15.3330555555556,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",5678,0,"median",60.085,0,0,4428.9025
"568",568,568,568,"2014-05-21",5229,64.18,1400731200,53.15,1400666400,0.06,48.84,0.73,"clear-day",0.76,0,0,NA,0,"",1021.51,"Clear throughout the day.",1400675175,1400730510,64.18,1400731200,53.15,1400666400,1400655600,9.99,319,1.86,"Wed",15.3708333333333,15.3708333333333,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",5229,0,"median",58.665,0,0,4119.0724
"569",569,569,569,"2014-05-22",4910,71.48,1400803200,54.33,1400763600,0.09,52.48,0.74,"clear-day",0.8,0,0,NA,0,"",1018.55,"Clear throughout the day.",1400761514,1400816981,71.48,1400803200,54.33,1400763600,1400742000,10,329,3.88,"Thurs",15.4075,15.4075,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",4910,0,"median",62.905,0,0,5109.3904
"570",570,570,570,"2014-05-23",2556,67.24,1400896800,56.65,1400842800,0.17,56.02,0.84,"rain",0.83,0.0056,0.04,1400860800,0.7,"rain",1017.12,"Light rain until afternoon.",1400847855,1400903451,67.24,1400896800,56.65,1400842800,1400828400,9.53,184,3.16,"Fri",15.4433333333333,15.4433333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",2556,1,"median",61.945,1,0,4521.2176
"571",571,571,571,"2014-05-24",2155,62.3,1400965200,54.32,1400936400,0.2,51.22,0.78,"partly-cloudy-day",0.87,0,0,NA,0,"",1021.43,"Partly cloudy in the afternoon.",1400934198,1400989919,62.3,1400965200,54.32,1400936400,1400914800,10,268,2.01,"Sat",15.4780555555556,15.4780555555556,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2155,0,"median",58.31,0,0,3881.29
"572",572,572,572,"2014-05-25",1234,58.95,1401044400,53.29,1401022800,NA,51.52,0.84,"rain",0.9,0.0096,0.0663,1401073200,0.75,"rain",1017.92,"Rain starting in the afternoon.",1401020543,1401076386,58.95,1401044400,53.29,1401022800,1401001200,9.34,161,1.95,"Sun",15.5119444444444,15.5119444444444,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1234,1,"median",56.12,1,0.03,3475.1025
"573",573,573,573,"2014-05-26",2289,63.52,1401145200,54.01,1401102000,0.21,49.45,0.74,"clear-day",0.94,7e-04,0.01,1401091200,0.51,"rain",1019.23,"Clear throughout the day.",1401106890,1401162852,63.52,1401145200,54.01,1401102000,1401087600,9.92,197,4,"Mon",15.545,15.545,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"spring",2289,0,"median",58.765,0,0,4034.7904
"574",574,574,574,"2014-05-27",5032,63.78,1401228000,52.39,1401199200,0.23,45.19,0.65,"clear-day",0.97,0,0,NA,0,"",1020.53,"Clear throughout the day.",1401193240,1401249317,63.78,1401228000,52.39,1401199200,1401174000,9.99,318,4.41,"Tues",15.5769444444444,15.5769444444444,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",5032,0,"median",58.085,0,0,4067.8884
"575",575,575,575,"2014-05-28",4008,62.65,1401314400,51.95,1401278400,0.22,47.54,0.72,"partly-cloudy-day",0.01,0.0013,0.03,1401285600,0.66,"rain",1019.56,"Partly cloudy in the morning.",1401279592,1401335780,62.65,1401314400,51.95,1401278400,1401260400,9.82,206,3.19,"Wed",15.6077777777778,15.6077777777778,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",4008,0,"median",57.3,0,0,3925.0225
"576",576,576,576,"2014-05-29",4587,60.35,1401400800,53.92,1401357600,NA,47.34,0.72,"clear-day",0.04,0,0,NA,0,"",1022.66,"Clear throughout the day.",1401365946,1401422241,60.35,1401400800,53.92,1401357600,1401346800,9.99,202,1.82,"Thurs",15.6375,15.6375,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",4587,0,"median",57.135,0,0,3642.1225
"577",577,577,577,"2014-05-30",4869,64.96,1401501600,51.09,1401451200,0.12,47.9,0.69,"clear-day",0.07,0,0,NA,0,"",1018.62,"Clear throughout the day.",1401452302,1401508701,64.96,1401501600,51.09,1401451200,1401433200,9.9,341,5.75,"Fri",15.6663888888889,15.6663888888889,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4869,0,"median",58.025,0,0,4219.8016
"578",578,578,578,"2014-05-31",2887,68.49,1401591600,51.22,1401537600,0.06,48.06,0.66,"partly-cloudy-night",0.1,0,0,NA,0,"",1017.76,"Partly cloudy overnight.",1401538661,1401595160,68.49,1401591600,51.22,1401537600,1401519600,9.96,327,2.42,"Sat",15.6941666666667,15.6941666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2887,0,"median",59.855,0,0,4690.8801
"579",579,579,579,"2014-06-01",2601,68.56,1401667200,53.15,1401627600,0.1,50.08,0.73,"partly-cloudy-day",0.13,0,0,NA,0,"",1018.19,"Partly cloudy in the afternoon.",1401625022,1401681616,68.56,1401667200,53.15,1401627600,1401606000,9.96,214,2.92,"Sun",15.7205555555556,15.7205555555556,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"summer",2601,0,"median",60.855,0,0,4700.4736
"580",580,580,580,"2014-06-02",4914,67.07,1401760800,54.13,1401710400,0.14,51.71,0.76,"partly-cloudy-day",0.16,0,0,NA,0,"",1013.55,"Partly cloudy in the evening.",1401711386,1401768071,67.07,1401760800,54.13,1401710400,1401692400,9.25,311,1.89,"Mon",15.7458333333333,15.7458333333333,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",4914,0,"median",60.6,0,0,4498.3849
"581",581,581,581,"2014-06-03",4670,64.65,1401847200,53.92,1401789600,NA,50.11,0.74,"clear-day",0.19,0,0,NA,0,"",1016.6,"Clear throughout the day.",1401797752,1401854525,64.65,1401847200,53.92,1401789600,1401778800,9.75,179,6.5,"Tues",15.7702777777778,15.7702777777778,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"summer",4670,0,"median",59.285,0,0,4179.6225
"582",582,582,582,"2014-06-04",4863,62.5,1401933600,52.77,1401879600,0.2,50.05,0.76,"partly-cloudy-day",0.22,0,0,NA,0,"",1020.13,"Partly cloudy in the evening.",1401884120,1401940976,62.5,1401933600,52.77,1401879600,1401865200,9.46,203,3.07,"Wed",15.7933333333333,15.7933333333333,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"summer",4863,0,"median",57.635,0,0,3906.25
"583",583,583,583,"2014-06-05",4675,67.65,1402023600,52.15,1401973200,0.17,48.78,0.7,"partly-cloudy-day",0.25,0,0,NA,0,"",1020.24,"Partly cloudy in the morning.",1401970491,1402027425,67.65,1402023600,52.15,1401973200,1401951600,9.55,310,3.28,"Thurs",15.815,15.815,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"summer",4675,0,"median",59.9,0,0,4576.5225
"584",584,584,584,"2014-06-06",4382,71.93,1402102800,52.7,1402059600,0.07,47.52,0.62,"clear-day",0.28,0,0,NA,0,"",1019.76,"Clear throughout the day.",1402056865,1402113873,71.93,1402102800,52.7,1402059600,1402038000,9.75,330,3.42,"Fri",15.8355555555556,15.8355555555556,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",4382,0,"median",62.315,0,0,5173.9249
